"yearDraft","numberPickOverall","numberRound","numberRoundPick","namePlayer","nameOrganizationFrom","typeOrganizationFrom","idPlayer","idTeam","nameTeam","PLAYER_PROFILE_FLAG","slugOrganizationTypeFrom","locationOrganizationFrom","slugTeam","urlPlayerHeadshot"
2022,1,1,1,"Paolo Banchero","Duke","College/University",1631094,1610612753,"Orlando Magic",1,"COL",NA,"ORL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631094.png"
2022,2,1,2,"Chet Holmgren","Gonzaga","College/University",1631096,1610612760,"Oklahoma City Thunder",1,"COL",NA,"OKC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631096.png"
2022,3,1,3,"Jabari Smith Jr.","Auburn","College/University",1631095,1610612745,"Houston Rockets",1,"COL",NA,"HOU","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631095.png"
2022,4,1,4,"Keegan Murray","Iowa","College/University",1631099,1610612758,"Sacramento Kings",1,"COL",NA,"SAC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631099.png"
2022,5,1,5,"Jaden Ivey","Purdue","College/University",1631093,1610612765,"Detroit Pistons",1,"COL",NA,"DET","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631093.png"
2022,6,1,6,"Bennedict Mathurin","Arizona","College/University",1631097,1610612754,"Indiana Pacers",1,"COL",NA,"IND","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631097.png"
2022,7,1,7,"Shaedon Sharpe","Kentucky","College/University",1631101,1610612757,"Portland Trail Blazers",1,"COL",NA,"POR","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631101.png"
2022,8,1,8,"Dyson Daniels","Ignite","Other Team/Club",1630700,1610612740,"New Orleans Pelicans",1,"PRO","G League","NOP","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630700.png"
2022,9,1,9,"Jeremy Sochan","Baylor","College/University",1631110,1610612759,"San Antonio Spurs",1,"COL",NA,"SAS","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631110.png"
2022,10,1,10,"Johnny Davis","Wisconsin","College/University",1631098,1610612764,"Washington Wizards",1,"COL",NA,"WAS","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631098.png"
2022,11,1,11,"Ousmane Dieng","Breakers","Other Team/Club",1631172,1610612752,"New York Knicks",1,"PRO","New Zealand","NYK","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631172.png"
2022,12,1,12,"Jalen Williams","Santa Clara","College/University",1631114,1610612760,"Oklahoma City Thunder",1,"COL",NA,"OKC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631114.png"
2022,13,1,13,"Jalen Duren","Memphis","College/University",1631105,1610612766,"Charlotte Hornets",1,"COL",NA,"CHA","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631105.png"
2022,14,1,14,"Ochai Agbaji","Kansas","College/University",1630534,1610612739,"Cleveland Cavaliers",1,"COL",NA,"CLE","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630534.png"
2022,15,1,15,"Mark Williams","Duke","College/University",1631109,1610612766,"Charlotte Hornets",1,"COL",NA,"CHA","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631109.png"
2022,16,1,16,"AJ Griffin","Duke","College/University",1631100,1610612737,"Atlanta Hawks",1,"COL",NA,"ATL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631100.png"
2022,17,1,17,"Tari Eason","Louisiana State","College/University",1631106,1610612745,"Houston Rockets",1,"COL",NA,"HOU","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631106.png"
2022,18,1,18,"Dalen Terry","Arizona State","College/University",1631207,1610612741,"Chicago Bulls",1,"COL",NA,"CHI","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631207.png"
2022,19,1,19,"Jake LaRavia","Wake Forest","College/University",1631222,1610612750,"Minnesota Timberwolves",1,"COL",NA,"MIN","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631222.png"
2022,20,1,20,"Malaki Branham","Ohio State","College/University",1631103,1610612759,"San Antonio Spurs",1,"COL",NA,"SAS","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631103.png"
2022,21,1,21,"Christian Braun","Kansas","College/University",1631128,1610612743,"Denver Nuggets",1,"COL",NA,"DEN","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631128.png"
2022,22,1,22,"Walker Kessler","Auburn","College/University",1631117,1610612763,"Memphis Grizzlies",1,"COL",NA,"MEM","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631117.png"
2022,23,1,23,"David Roddy","Colorado State","College/University",1631223,1610612755,"Philadelphia 76ers",1,"COL",NA,"PHI","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631223.png"
2022,24,1,24,"MarJon Beauchamp","Ignite","Other Team/Club",1630699,1610612749,"Milwaukee Bucks",1,"PRO","G League","MIL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630699.png"
2022,25,1,25,"Blake Wesley","Notre Dame","College/University",1631104,1610612759,"San Antonio Spurs",1,"COL",NA,"SAS","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631104.png"
2022,26,1,26,"Wendell Moore Jr.","Duke","College/University",1631111,1610612742,"Dallas Mavericks",1,"COL",NA,"DAL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631111.png"
2022,27,1,27,"Nikola Jovic","KK Mega Leks","Other Team/Club",1631107,1610612748,"Miami Heat",1,"PRO","Serbia","MIA","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631107.png"
2022,28,1,28,"Patrick Baldwin Jr.","Wisconsin-Milwaukee","College/University",1631116,1610612744,"Golden State Warriors",1,"COL",NA,"GSW","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631116.png"
2022,29,1,29,"TyTy Washington Jr.","Kentucky","College/University",1631102,1610612763,"Memphis Grizzlies",1,"COL",NA,"MEM","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631102.png"
2022,30,1,30,"Peyton Watson","California-Los Angeles","College/University",1631212,1610612760,"Oklahoma City Thunder",1,"COL",NA,"OKC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631212.png"
2022,31,2,1,"Andrew Nembhard","Gonzaga","College/University",1629614,1610612754,"Indiana Pacers",1,"COL",NA,"IND","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629614.png"
2022,32,2,2,"Caleb Houstan","Michigan","College/University",1631216,1610612753,"Orlando Magic",1,"COL",NA,"ORL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631216.png"
2022,33,2,3,"Christian Koloko","Arizona","College/University",1631132,1610612761,"Toronto Raptors",1,"COL",NA,"TOR","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631132.png"
2022,34,2,4,"Jaylin Williams","Arkansas","College/University",1631119,1610612760,"Oklahoma City Thunder",1,"COL",NA,"OKC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631119.png"
2022,35,2,5,"Max Christie","Michigan State","College/University",1631108,1610612747,"Los Angeles Lakers",1,"COL",NA,"LAL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631108.png"
2022,36,2,6,"Gabriele Procida","Fortitudo Pallacanestro Bologna","Other Team/Club",1630629,1610612757,"Portland Trail Blazers",0,"PRO","Italy","POR","RESOURCE/default_player.png"
2022,37,2,7,"Jaden Hardy","Ignite","Other Team/Club",1630702,1610612758,"Sacramento Kings",1,"PRO","G League","SAC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630702.png"
2022,38,2,8,"Kennedy Chandler","Tennessee","College/University",1631113,1610612759,"San Antonio Spurs",1,"COL",NA,"SAS","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631113.png"
2022,39,2,9,"Khalifa Diop","CB Gran Canaria","Other Team/Club",1631215,1610612739,"Cleveland Cavaliers",0,"PRO","Spain","CLE","RESOURCE/default_player.png"
2022,40,2,10,"Bryce McGowens","Nebraska","College/University",1631121,1610612750,"Minnesota Timberwolves",1,"COL",NA,"MIN","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631121.png"
2022,41,2,11,"E.J. Liddell","Ohio State","College/University",1630604,1610612740,"New Orleans Pelicans",1,"COL",NA,"NOP","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630604.png"
2022,42,2,12,"Trevor Keels","Duke","College/University",1631211,1610612752,"New York Knicks",1,"COL",NA,"NYK","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631211.png"
2022,43,2,13,"Moussa Diabate","Michigan","College/University",1631217,1610612746,"Los Angeles Clippers",1,"COL",NA,"LAC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631217.png"
2022,44,2,14,"Ryan Rollins","Toledo","College/University",1631157,1610612737,"Atlanta Hawks",1,"COL",NA,"ATL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631157.png"
2022,45,2,15,"Josh Minott","Memphis","College/University",1631169,1610612766,"Charlotte Hornets",1,"COL",NA,"CHA","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631169.png"
2022,46,2,16,"Ismael Kamagate","Paris","Other Team/Club",1631130,1610612765,"Detroit Pistons",0,"PRO","France","DET","RESOURCE/default_player.png"
2022,47,2,17,"Vince Williams Jr.","Virginia Commonwealth","College/University",1631246,1610612763,"Memphis Grizzlies",1,"COL",NA,"MEM","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631246.png"
2022,48,2,18,"Kendall Brown","Baylor","College/University",1631112,1610612750,"Minnesota Timberwolves",1,"COL",NA,"MIN","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631112.png"
2022,49,2,19,"Isaiah Mobley","Southern California","College/University",1630600,1610612739,"Cleveland Cavaliers",1,"COL",NA,"CLE","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630600.png"
2022,50,2,20,"Matteo Spagnolo","Vanoli Cremona","Other Team/Club",1631164,1610612750,"Minnesota Timberwolves",0,"PRO","Italy","MIN","RESOURCE/default_player.png"
2022,51,2,21,"Tyrese Martin","Connecticut","College/University",1631213,1610612744,"Golden State Warriors",1,"COL",NA,"GSW","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631213.png"
2022,52,2,22,"Karlo Matkovic","Mega Mozzart","Other Team/Club",1631255,1610612740,"New Orleans Pelicans",0,"PRO","Serbia","NOP","RESOURCE/default_player.png"
2022,53,2,23,"JD Davison","Alabama","College/University",1631120,1610612738,"Boston Celtics",1,"COL",NA,"BOS","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631120.png"
2022,54,2,24,"Yannick Nzosa","Unicaja Baloncesto Malaga","Other Team/Club",1631161,1610612764,"Washington Wizards",0,"PRO","Spain","WAS","RESOURCE/default_player.png"
2022,55,2,25,"Gui Santos","Associacao Atletica Ponte Preta","Other Team/Club",1630611,1610612744,"Golden State Warriors",0,"PRO","Brazil","GSW","RESOURCE/default_player.png"
2022,56,2,26,"Luke Travers","Perth Wildcats","Other Team/Club",1631247,1610612739,"Cleveland Cavaliers",0,"PRO","Australia","CLE","RESOURCE/default_player.png"
2022,57,2,27,"Jabari Walker","Colorado","College/University",1631133,1610612757,"Portland Trail Blazers",1,"COL",NA,"POR","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631133.png"
2022,58,2,28,"Hugo Besson","Breakers","Other Team/Club",1630656,1610612754,"Indiana Pacers",0,"PRO","New Zealand","IND","RESOURCE/default_player.png"
2021,1,1,1,"Cade Cunningham","Oklahoma State","College/University",1630595,1610612765,"Detroit Pistons",1,"COL",NA,"DET","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630595.png"
2021,2,1,2,"Jalen Green","Ignite","Other Team/Club",1630224,1610612745,"Houston Rockets",1,"PRO","G League","HOU","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630224.png"
2021,3,1,3,"Evan Mobley","Southern California","College/University",1630596,1610612739,"Cleveland Cavaliers",1,"COL",NA,"CLE","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630596.png"
2021,4,1,4,"Scottie Barnes","Florida State","College/University",1630567,1610612761,"Toronto Raptors",1,"COL",NA,"TOR","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630567.png"
2021,5,1,5,"Jalen Suggs","Gonzaga","College/University",1630591,1610612753,"Orlando Magic",1,"COL",NA,"ORL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630591.png"
2021,6,1,6,"Josh Giddey","NBA Global Academy","Other Team/Club",1630581,1610612760,"Oklahoma City Thunder",1,"PRO","Australia","OKC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630581.png"
2021,7,1,7,"Jonathan Kuminga","Ignite","Other Team/Club",1630228,1610612744,"Golden State Warriors",1,"PRO","G League","GSW","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630228.png"
2021,8,1,8,"Franz Wagner","Michigan","College/University",1630532,1610612753,"Orlando Magic",1,"COL",NA,"ORL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630532.png"
2021,9,1,9,"Davion Mitchell","Baylor","College/University",1630558,1610612758,"Sacramento Kings",1,"COL",NA,"SAC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630558.png"
2021,10,1,10,"Ziaire Williams","Stanford","College/University",1630533,1610612740,"New Orleans Pelicans",1,"COL",NA,"NOP","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630533.png"
2021,11,1,11,"James Bouknight","Connecticut","College/University",1630547,1610612766,"Charlotte Hornets",1,"COL",NA,"CHA","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630547.png"
2021,12,1,12,"Joshua Primo","Alabama","College/University",1630563,1610612759,"San Antonio Spurs",1,"COL",NA,"SAS","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630563.png"
2021,13,1,13,"Chris Duarte","Oregon","College/University",1630537,1610612754,"Indiana Pacers",1,"COL",NA,"IND","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630537.png"
2021,14,1,14,"Moses Moody","Arkansas","College/University",1630541,1610612744,"Golden State Warriors",1,"COL",NA,"GSW","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630541.png"
2021,15,1,15,"Corey Kispert","Gonzaga","College/University",1630557,1610612764,"Washington Wizards",1,"COL",NA,"WAS","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630557.png"
2021,16,1,16,"Alperen Sengun","Besiktas","Other Team/Club",1630578,1610612760,"Oklahoma City Thunder",1,"PRO","Turkey","OKC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630578.png"
2021,17,1,17,"Trey Murphy III","Virginia","College/University",1630530,1610612763,"Memphis Grizzlies",1,"COL",NA,"MEM","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630530.png"
2021,18,1,18,"Tre Mann","Florida","College/University",1630544,1610612760,"Oklahoma City Thunder",1,"COL",NA,"OKC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630544.png"
2021,19,1,19,"Kai Jones","Texas","College/University",1630539,1610612752,"New York Knicks",1,"COL",NA,"NYK","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630539.png"
2021,20,1,20,"Jalen Johnson","Duke","College/University",1630552,1610612737,"Atlanta Hawks",1,"COL",NA,"ATL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630552.png"
2021,21,1,21,"Keon Johnson","Tennessee","College/University",1630553,1610612752,"New York Knicks",1,"COL",NA,"NYK","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630553.png"
2021,22,1,22,"Isaiah Jackson","Kentucky","College/University",1630543,1610612747,"Los Angeles Lakers",1,"COL",NA,"LAL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630543.png"
2021,23,1,23,"Usman Garuba","Madrid (ESP)","College/University",1630586,1610612745,"Houston Rockets",1,"COL",NA,"HOU","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630586.png"
2021,24,1,24,"Josh Christopher","Arizona State","College/University",1630528,1610612745,"Houston Rockets",1,"COL",NA,"HOU","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630528.png"
2021,25,1,25,"Quentin Grimes","Houston","College/University",1629656,1610612746,"Los Angeles Clippers",1,"COL",NA,"LAC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629656.png"
2021,26,1,26,"Bones Hyland","Virginia Commonwealth","College/University",1630538,1610612743,"Denver Nuggets",1,"COL",NA,"DEN","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630538.png"
2021,27,1,27,"Cam Thomas","Louisiana State","College/University",1630560,1610612751,"Brooklyn Nets",1,"COL",NA,"BKN","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630560.png"
2021,28,1,28,"Jaden Springer","Tennessee","College/University",1630531,1610612755,"Philadelphia 76ers",1,"COL",NA,"PHI","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630531.png"
2021,29,1,29,"Day'Ron Sharpe","North Carolina","College/University",1630549,1610612756,"Phoenix Suns",1,"COL",NA,"PHX","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630549.png"
2021,30,1,30,"Santi Aldama","Loyola-Maryland","College/University",1630583,1610612762,"Utah Jazz",1,"COL",NA,"UTA","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630583.png"
2021,31,2,1,"Isaiah Todd","Ignite","Other Team/Club",1630225,1610612749,"Milwaukee Bucks",1,"PRO","G League","MIL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630225.png"
2021,32,2,2,"Jeremiah Robinson-Earl","Villanova","College/University",1630526,1610612752,"New York Knicks",1,"COL",NA,"NYK","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630526.png"
2021,33,2,3,"Jason Preston","Ohio","College/University",1630554,1610612753,"Orlando Magic",1,"COL",NA,"ORL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630554.png"
2021,34,2,4,"Rokas Jokubaitis","BC Zalgiris","Other Team/Club",1630599,1610612760,"Oklahoma City Thunder",0,"PRO","Lithuania","OKC","RESOURCE/default_player.png"
2021,35,2,5,"Herbert Jones","Alabama","College/University",1630529,1610612740,"New Orleans Pelicans",1,"COL",NA,"NOP","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630529.png"
2021,36,2,6,"Miles McBride","West Virginia","College/University",1630540,1610612760,"Oklahoma City Thunder",1,"COL",NA,"OKC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630540.png"
2021,37,2,7,"JT Thor","Auburn","College/University",1630550,1610612765,"Detroit Pistons",1,"COL",NA,"DET","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630550.png"
2021,38,2,8,"Ayo Dosunmu","Illinois","College/University",1630245,1610612741,"Chicago Bulls",1,"COL",NA,"CHI","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630245.png"
2021,39,2,9,"Neemias Queta","Utah State","College/University",1629674,1610612758,"Sacramento Kings",1,"COL",NA,"SAC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629674.png"
2021,40,2,10,"Jared Butler","Baylor","College/University",1630215,1610612758,"Sacramento Kings",1,"COL",NA,"SAC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630215.png"
2021,41,2,11,"Joe Wieskamp","Iowa","College/University",1630580,1610612759,"San Antonio Spurs",1,"COL",NA,"SAS","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630580.png"
2021,42,2,12,"Isaiah Livers","Michigan","College/University",1630587,1610612765,"Detroit Pistons",1,"COL",NA,"DET","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630587.png"
2021,43,2,13,"Greg Brown III","Texas","College/University",1630535,1610612740,"New Orleans Pelicans",1,"COL",NA,"NOP","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630535.png"
2021,44,2,14,"Kessler Edwards","Pepperdine","College/University",1630556,1610612751,"Brooklyn Nets",1,"COL",NA,"BKN","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630556.png"
2021,45,2,15,"Juhann Begarin","Paris","Other Team/Club",1630584,1610612738,"Boston Celtics",0,"PRO","France","BOS","RESOURCE/default_player.png"
2021,46,2,16,"Dalano Banton","Nebraska","College/University",1630625,1610612761,"Toronto Raptors",1,"COL",NA,"TOR","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630625.png"
2021,47,2,17,"David Johnson","Louisville","College/University",1630525,1610612761,"Toronto Raptors",1,"COL",NA,"TOR","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630525.png"
2021,48,2,18,"Sharife Cooper","Auburn","College/University",1630536,1610612737,"Atlanta Hawks",1,"COL",NA,"ATL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630536.png"
2021,49,2,19,"Marcus Zegarowski","Creighton","College/University",1630681,1610612751,"Brooklyn Nets",0,"COL",NA,"BKN","RESOURCE/default_player.png"
2021,50,2,20,"Filip Petrusev","KK Mega Leks","Other Team/Club",1630196,1610612755,"Philadelphia 76ers",0,"PRO","Serbia","PHI","RESOURCE/default_player.png"
2021,51,2,21,"Brandon Boston Jr.","Kentucky","College/University",1630527,1610612763,"Memphis Grizzlies",1,"COL",NA,"MEM","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630527.png"
2021,52,2,22,"Luka Garza","Iowa","College/University",1630568,1610612765,"Detroit Pistons",1,"COL",NA,"DET","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630568.png"
2021,53,2,23,"Charles Bassey","Western Kentucky","College/University",1629646,1610612755,"Philadelphia 76ers",1,"COL",NA,"PHI","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629646.png"
2021,54,2,24,"Sandro Mamukelashvili","Seton Hall","College/University",1630572,1610612754,"Indiana Pacers",1,"COL",NA,"IND","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630572.png"
2021,55,2,25,"Aaron Wiggins","Maryland","College/University",1630598,1610612760,"Oklahoma City Thunder",1,"COL",NA,"OKC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630598.png"
2021,56,2,26,"Scottie Lewis","Florida","College/University",1630575,1610612766,"Charlotte Hornets",1,"COL",NA,"CHA","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630575.png"
2021,57,2,27,"Balsa Koprivica","Florida State","College/University",1630638,1610612766,"Charlotte Hornets",0,"COL",NA,"CHA","RESOURCE/default_player.png"
2021,58,2,28,"Jericho Sims","Texas","College/University",1630579,1610612752,"New York Knicks",1,"COL",NA,"NYK","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630579.png"
2021,59,2,29,"RaiQuan Gray","Florida State","College/University",1630564,1610612751,"Brooklyn Nets",1,"COL",NA,"BKN","RESOURCE/default_player.png"
2021,60,2,30,"Georgios Kalaitzakis","BC Nevezis","Other Team/Club",1630686,1610612754,"Indiana Pacers",1,"PRO","Greece","IND","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630686.png"
2020,1,1,1,"Anthony Edwards","Georgia","College/University",1630162,1610612750,"Minnesota Timberwolves",1,"COL",NA,"MIN","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630162.png"
2020,2,1,2,"James Wiseman","Memphis","College/University",1630164,1610612744,"Golden State Warriors",1,"COL",NA,"GSW","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630164.png"
2020,3,1,3,"LaMelo Ball","Illawarra","Other Team/Club",1630163,1610612766,"Charlotte Hornets",1,"PRO","Australia","CHA","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630163.png"
2020,4,1,4,"Patrick Williams","Florida State","College/University",1630172,1610612741,"Chicago Bulls",1,"COL",NA,"CHI","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630172.png"
2020,5,1,5,"Isaac Okoro","Auburn","College/University",1630171,1610612739,"Cleveland Cavaliers",1,"COL",NA,"CLE","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630171.png"
2020,6,1,6,"Onyeka Okongwu","Southern California","College/University",1630168,1610612737,"Atlanta Hawks",1,"COL",NA,"ATL","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630168.png"
2020,7,1,7,"Killian Hayes","Ratiopharm Ulm","Other Team/Club",1630165,1610612765,"Detroit Pistons",1,"PRO","Germany","DET","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630165.png"
2020,8,1,8,"Obi Toppin","Dayton","College/University",1630167,1610612752,"New York Knicks",1,"COL",NA,"NYK","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630167.png"
2020,9,1,9,"Deni Avdija","Maccabi Tel Aviv B.C.","Other Team/Club",1630166,1610612764,"Washington Wizards",1,"PRO","Israel","WAS","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630166.png"
2020,10,1,10,"Jalen Smith","Maryland","College/University",1630188,1610612756,"Phoenix Suns",1,"COL",NA,"PHX","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630188.png"
2020,11,1,11,"Devin Vassell","Florida State","College/University",1630170,1610612759,"San Antonio Spurs",1,"COL",NA,"SAS","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630170.png"
2020,12,1,12,"Tyrese Haliburton","Iowa State","College/University",1630169,1610612758,"Sacramento Kings",1,"COL",NA,"SAC","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630169.png"
2020,13,1,13,"Kira Lewis Jr.","Alabama","College/University",1630184,1610612740,"New Orleans Pelicans",1,"COL",NA,"NOP","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630184.png"
