"yearDraft","numberPickOverall","numberRound","numberRoundPick","namePlayer","slugTeam","nameOrganizationFrom","typeOrganizationFrom","idPlayer","idTeam","nameTeam","cityTeam","teamName","PLAYER_PROFILE_FLAG","slugOrganizationTypeFrom","locationOrganizationFrom"
2020,24,1,24,"R.J. Hampton","MIL","Breakers","Other Team/Club",1630181,1610612749,"Milwaukee Bucks","Milwaukee","Bucks",1,"PRO","New Zealand"
2020,25,1,25,"Immanuel Quickley","OKC","Kentucky","College/University",1630193,1610612760,"Oklahoma City Thunder","Oklahoma City","Thunder",1,"COL",NA
2020,26,1,26,"Payton Pritchard","BOS","Oregon","College/University",1630202,1610612738,"Boston Celtics","Boston","Celtics",1,"COL",NA
2020,27,1,27,"Udoka Azubuike","UTA","Kansas","College/University",1628962,1610612762,"Utah Jazz","Utah","Jazz",1,"COL",NA
2020,28,1,28,"Jaden McDaniels","LAL","Washington","College/University",1630183,1610612747,"Los Angeles Lakers","Los Angeles","Lakers",1,"COL",NA
2020,29,1,29,"Malachi Flynn","TOR","San Diego State","College/University",1630201,1610612761,"Toronto Raptors","Toronto","Raptors",1,"COL",NA
2020,30,1,30,"Desmond Bane","BOS","Texas Christian","College/University",1630217,1610612738,"Boston Celtics","Boston","Celtics",1,"COL",NA
2020,31,2,1,"Tyrell Terry","DAL","Stanford","College/University",1630179,1610612742,"Dallas Mavericks","Dallas","Mavericks",1,"COL",NA
2020,32,2,2,"Vernon Carey Jr.","CHA","Duke","College/University",1630176,1610612766,"Charlotte Hornets","Charlotte","Hornets",1,"COL",NA
2020,33,2,3,"Daniel Oturu","MIN","Minnesota","College/University",1630187,1610612750,"Minnesota Timberwolves","Minnesota","Timberwolves",1,"COL",NA
2020,34,2,4,"Theo Maledon","PHI","ASVEL Basket","Other Team/Club",1630177,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"PRO","France"
2020,35,2,5,"Xavier Tillman","SAC","Michigan State","College/University",1630214,1610612758,"Sacramento Kings","Sacramento","Kings",1,"COL",NA
2020,36,2,6,"Tyler Bey","PHI","Colorado","College/University",1630189,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"COL",NA
2020,37,2,7,"Vit Krejci","WAS","Basket Zaragoza 2002","Other Team/Club",1630249,1610612764,"Washington Wizards","Washington","Wizards",1,"PRO","Spain"
2020,38,2,8,"Saben Lee","UTA","Vanderbilt","College/University",1630240,1610612762,"Utah Jazz","Utah","Jazz",1,"COL",NA
2020,39,2,9,"Elijah Hughes","NOP","Syracuse","College/University",1630190,1610612740,"New Orleans Pelicans","New Orleans","Pelicans",1,"COL",NA
2020,40,2,10,"Robert Woodard II","MEM","Mississippi State","College/University",1630218,1610612763,"Memphis Grizzlies","Memphis","Grizzlies",1,"COL",NA
2020,41,2,11,"Tre Jones","SAS","Duke","College/University",1630200,1610612759,"San Antonio Spurs","San Antonio","Spurs",1,"COL",NA
2020,42,2,12,"Nick Richards","NOP","Kentucky","College/University",1630208,1610612740,"New Orleans Pelicans","New Orleans","Pelicans",1,"COL",NA
2020,43,2,13,"Jahmi'us Ramsey","SAC","Texas Tech","College/University",1630186,1610612758,"Sacramento Kings","Sacramento","Kings",1,"COL",NA
2020,44,2,14,"Marko Simonovic","CHI","KK Mega Leks","Other Team/Club",1630250,1610612741,"Chicago Bulls","Chicago","Bulls",1,"PRO","Serbia"
2020,45,2,15,"Jordan Nwora","MIL","Louisville","College/University",1629670,1610612749,"Milwaukee Bucks","Milwaukee","Bucks",1,"COL",NA
2020,46,2,16,"CJ Elleby","POR","Washington State","College/University",1629604,1610612757,"Portland Trail Blazers","Portland","Trail Blazers",1,"COL",NA
2020,47,2,17,"Yam Madar","BOS","Hapoel Galil Elyon","Other Team/Club",1630236,1610612738,"Boston Celtics","Boston","Celtics",0,"PRO","Israel"
2020,48,2,18,"Nico Mannion","GSW","Arizona","College/University",1630185,1610612744,"Golden State Warriors","Golden State","Warriors",1,"COL",NA
2020,49,2,19,"Isaiah Joe","PHI","Arkansas","College/University",1630198,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"COL",NA
2020,50,2,20,"Skylar Mays","ATL","Louisiana State","College/University",1630219,1610612737,"Atlanta Hawks","Atlanta","Hawks",1,"COL",NA
2020,51,2,21,"Justinian Jessup","GSW","Boise State","College/University",1630251,1610612744,"Golden State Warriors","Golden State","Warriors",0,"COL",NA
2020,52,2,22,"Kenyon Martin Jr.","SAC","IMG Academy","High School",1630231,1610612758,"Sacramento Kings","Sacramento","Kings",1,"HS",NA
2020,53,2,23,"Cassius Winston","OKC","Michigan State","College/University",1630216,1610612760,"Oklahoma City Thunder","Oklahoma City","Thunder",1,"COL",NA
2020,54,2,24,"Cassius Stanley","IND","Duke","College/University",1630199,1610612754,"Indiana Pacers","Indiana","Pacers",1,"COL",NA
2020,55,2,25,"Jay Scrubb","BKN","John A. Logan","College/University",1630206,1610612751,"Brooklyn Nets","Brooklyn","Nets",1,"COL",NA
2020,56,2,26,"Grant Riller","CHA","College of Charleston","College/University",1630203,1610612766,"Charlotte Hornets","Charlotte","Hornets",1,"COL",NA
2020,57,2,27,"Reggie Perry","LAC","Mississippi State","College/University",1629617,1610612746,"LA Clippers","LA","Clippers",1,"COL",NA
2020,58,2,28,"Paul Reed","PHI","DePaul","College/University",1630194,1610612755,"Philadelphia 76ers","Philadelphia","76ers",1,"COL",NA
2020,59,2,29,"Jalen Harris","TOR","Nevada-Reno","College/University",1630223,1610612761,"Toronto Raptors","Toronto","Raptors",1,"COL",NA
2020,60,2,30,"Sam Merrill","NOP","Utah State","College/University",1630241,1610612740,"New Orleans Pelicans","New Orleans","Pelicans",1,"COL",NA
2019,1,1,1,"Zion Williamson","NOP","Duke","College/University",1629627,1610612740,"New Orleans Pelicans","New Orleans","Pelicans",1,"COL",NA
2019,2,1,2,"Ja Morant","MEM","Murray State","College/University",1629630,1610612763,"Memphis Grizzlies","Memphis","Grizzlies",1,"COL",NA
2019,3,1,3,"RJ Barrett","NYK","Duke","College/University",1629628,1610612752,"New York Knicks","New York","Knicks",1,"COL",NA
2019,4,1,4,"De'Andre Hunter","LAL","Virginia","College/University",1629631,1610612747,"Los Angeles Lakers","Los Angeles","Lakers",1,"COL",NA
2019,5,1,5,"Darius Garland","CLE","Vanderbilt","College/University",1629636,1610612739,"Cleveland Cavaliers","Cleveland","Cavaliers",1,"COL",NA
2019,6,1,6,"Jarrett Culver","PHX","Texas Tech","College/University",1629633,1610612756,"Phoenix Suns","Phoenix","Suns",1,"COL",NA
2019,7,1,7,"Coby White","CHI","North Carolina","College/University",1629632,1610612741,"Chicago Bulls","Chicago","Bulls",1,"COL",NA
2019,8,1,8,"Jaxson Hayes","ATL","Texas","College/University",1629637,1610612737,"Atlanta Hawks","Atlanta","Hawks",1,"COL",NA
